sensor_id,sensor_name,sensor_latitude,sensor_longitude,area_type,measurement_timestamp,pollutant,pollutant_value,pollutant_unit,date,hour,is_weekend,season,timestamp_rounded,weather_timestamp,temperature_c,humidity_percent,pressure_hpa,wind_speed_ms,wind_direction_deg,precipitation_mm,weather_condition,visibility_km,road_edges,road_length_km,industrial_area,commercial_area,residential_area,green_space,water_body,educational,medical,transportation,building_density,aqi,pollution_category,traffic_influence,month,day_of_week,is_rush_hour
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,SO2,30.86,μg/m³,2025-08-27,4,False,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,23.8,91,1006,4.5,195,1.9,Fog,10.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,O3,31.23,μg/m³,2025-08-27,4,False,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,23.8,91,1006,4.5,195,1.9,Fog,10.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,PM2.5,79.54,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,High,8,2,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,PM10,189.87,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,150,Unhealthy for Sensitive Groups,High,8,2,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,NO2,82.36,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,High,8,2,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,CO,4.08,mg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,2,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,SO2,50.17,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,High,8,2,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,O3,36.94,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,2,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,PM2.5,60.93,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Low,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,PM10,107.28,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Low,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,NO2,46.13,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,CO,1.96,mg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,SO2,31.14,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,O3,22.49,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,PM2.5,81.63,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,PM10,61.54,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,NO2,25.84,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,CO,2.74,mg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,SO2,15.8,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,O3,18.75,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,PM2.5,62.85,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,PM10,141.55,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,NO2,63.51,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,CO,2.41,mg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,SO2,16.23,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,O3,34.53,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,PM2.5,36.95,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,150,Unhealthy for Sensitive Groups,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,PM10,95.34,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,NO2,35.5,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,CO,1.18,mg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,SO2,13.04,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,O3,16.38,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,PM2.5,90.2,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,PM10,84.65,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,NO2,46.32,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,CO,2.29,mg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,SO2,13.49,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,O3,31.96,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,PM2.5,66.88,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,High,8,3,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,PM10,81.22,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,High,8,3,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,NO2,51.93,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,3,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,CO,1.66,mg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,3,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,SO2,26.0,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,3,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,O3,50.92,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,3,1
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,PM2.5,92.87,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,PM10,149.64,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,NO2,34.94,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,CO,2.33,mg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,SO2,13.46,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,O3,37.45,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 16:00:00,PM2.5,83.57,μg/m³,2025-08-28,16,False,Summer,2025-08-28 16:00:00,2025-08-28 16:00:00,30.5,79,1010,3.5,91,0.4,Clear,13.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 16:00:00,PM10,119.69,μg/m³,2025-08-28,16,False,Summer,2025-08-28 16:00:00,2025-08-28 16:00:00,30.5,79,1010,3.5,91,0.4,Clear,13.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 16:00:00,NO2,43.87,μg/m³,2025-08-28,16,False,Summer,2025-08-28 16:00:00,2025-08-28 16:00:00,30.5,79,1010,3.5,91,0.4,Clear,13.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 16:00:00,CO,1.25,mg/m³,2025-08-28,16,False,Summer,2025-08-28 16:00:00,2025-08-28 16:00:00,30.5,79,1010,3.5,91,0.4,Clear,13.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 16:00:00,SO2,25.6,μg/m³,2025-08-28,16,False,Summer,2025-08-28 16:00:00,2025-08-28 16:00:00,30.5,79,1010,3.5,91,0.4,Clear,13.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 16:00:00,O3,43.72,μg/m³,2025-08-28,16,False,Summer,2025-08-28 16:00:00,2025-08-28 16:00:00,30.5,79,1010,3.5,91,0.4,Clear,13.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 20:00:00,PM2.5,107.62,μg/m³,2025-08-28,20,False,Summer,2025-08-28 20:00:00,2025-08-28 20:00:00,32.9,86,1018,4.4,344,0.3,Partly Cloudy,7.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 20:00:00,PM10,143.23,μg/m³,2025-08-28,20,False,Summer,2025-08-28 20:00:00,2025-08-28 20:00:00,32.9,86,1018,4.4,344,0.3,Partly Cloudy,7.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 20:00:00,NO2,42.38,μg/m³,2025-08-28,20,False,Summer,2025-08-28 20:00:00,2025-08-28 20:00:00,32.9,86,1018,4.4,344,0.3,Partly Cloudy,7.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 20:00:00,CO,1.83,mg/m³,2025-08-28,20,False,Summer,2025-08-28 20:00:00,2025-08-28 20:00:00,32.9,86,1018,4.4,344,0.3,Partly Cloudy,7.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,3,0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 20:00:00,SO2,9.3,μg/m³,2025-08-28,20,False,Summer,2025-08-28 20:00:00,2025-08-28 20:00:00,32.9,86,1018,4.4,344,0.3,Partly Cloudy,7.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,3,0
